rule_id,jurisdiction,framework,authority,source_id,official_document,citation,paragraph,content_area,requirement_type,requirement_title,requirement_summary,entity_type,applicability_condition,applicability_condition_machine,required_action,required_data,required_evidence,reporting_period_rule,deadline_rule,assurance_requirement,transition_relief,concept_layer,international_standard_version,taiwan_recognised_version,international_effective_date,taiwan_recognition_date,taiwan_status,publication_date,source_version,rule_effective_from,rule_effective_to,rule_status,supersedes_rule_id,superseded_by_rule_id,last_verified_at,product_support_status,verification_status,version,notes
tw_fi_bills_regulation_family,TW,TW_IFRS_S1_S2_FI,FSC,src_tw_bills_annual_report_fl006628,票券金融公司年報應行記載事項準則,第7條第2項／第10條之1,Art.7(2)/10-1,Applicability,phased_applicability,Bills use bills AR family,Bills use bills AR family.,bills_finance_company,Bills use bills AR family,entity_type==bills_finance_company,Bills use bills AR family,entity_type,filings,,,,,TAIWAN_ADOPTION,,,,,N/A,2025-12-16,FI_2025-12,2025-12-16,,ACTIVE,,,2026-08-12,IN_V1_SCOPE,VERIFIED_AUTHORITATIVE,3A.2,
tw_sf_art32_1_family,TW,TW_IFRS_S1_S2_SF,FSC,src_tw_securities_fin_report_fl007040,證券商財務報告編製準則,第32條之1,Art.32-1,Financial report sustainability disclosures,rule_family,Securities firms use Art.32-1 family,Securities firms meeting Art.11(3) conditions prepare sustainability-related financial information under Art.32-1 — not under FL007032.,securities_firm,Securities firm under FL007040,entity_type==securities_firm,Apply FL007040 + Orders 56095/56094,securities license; capital,financial report disclosures,,,,,TAIWAN_ADOPTION,,,,,N/A,2025-12-24,FL007040_2025-12-24,2025-12-24,,ACTIVE,tw_securities_firm_uses_general_ar_if_public_company,,2026-08-12,IN_V1_SCOPE,VERIFIED_AUTHORITATIVE,3A.2,PREVIOUS STATUS: mapped to general AR family. NEW STATUS: VERIFIED_AUTHORITATIVE dedicated family. SOURCE THAT RESOLVED IT: FL007040 Art.32-1. DATE VERIFIED: 2026-08-12.
tw_sf_order_56095_phase1_ge_10bn,TW,TW_IFRS_S1_S2_SF,FSC,src_tw_order_11403856095_securities,金管證券字第11403856095號令,令第二(一)點,二(一),Applicability,phased_applicability,SF Phase I >= NT$10bn: FY2026 / file 2027,SF Phase I >= NT$10bn: FY2026 / file 2027.,securities_firm,Listed/OTC SF or listed-parent integrated SF sub,entity_type==securities_firm AND paid_in_capital_twd >= 10000000000 AND (is_listed_otc_securities_firm OR is_listed_parent_integrated_sf_sub),Apply/file per schedule with financial reports,paid-in capital from FS under Admin Rules Art.21,financial report,,,,,TAIWAN_ADOPTION,,,,,N/A,2025-12-26,11403856095,2026-01-01,,FUTURE,,,2026-08-12,IN_V1_SCOPE,VERIFIED_AUTHORITATIVE,3A.2,
tw_sf_order_56095_phase2_5_to_10bn,TW,TW_IFRS_S1_S2_SF,FSC,src_tw_order_11403856095_securities,金管證券字第11403856095號令,令第二(二)點,二(二),Applicability,phased_applicability,SF Phase II >= NT$5bn < NT$10bn: FY2027 / file 2028,SF Phase II >= NT$5bn < NT$10bn: FY2027 / file 2028.,securities_firm,Listed/OTC SF or listed-parent integrated SF sub,entity_type==securities_firm AND 5000000000 <= paid_in_capital_twd < 10000000000 AND (is_listed_otc_securities_firm OR is_listed_parent_integrated_sf_sub),Apply/file per schedule with financial reports,paid-in capital from FS under Admin Rules Art.21,financial report,,,,,TAIWAN_ADOPTION,,,,,N/A,2025-12-26,11403856095,2027-01-01,,FUTURE,,,2026-08-12,IN_V1_SCOPE,VERIFIED_AUTHORITATIVE,3A.2,
tw_sf_order_56095_phase3_lt_5bn,TW,TW_IFRS_S1_S2_SF,FSC,src_tw_order_11403856095_securities,金管證券字第11403856095號令,令第二(三)點,二(三),Applicability,phased_applicability,SF Phase III < NT$5bn: FY2028 / file 2029,SF Phase III < NT$5bn: FY2028 / file 2029.,securities_firm,Listed/OTC SF or listed-parent integrated SF sub,entity_type==securities_firm AND paid_in_capital_twd < 5000000000 AND (is_listed_otc_securities_firm OR is_listed_parent_integrated_sf_sub),Apply/file per schedule with financial reports,paid-in capital from FS under Admin Rules Art.21,financial report,,,,,TAIWAN_ADOPTION,,,,,N/A,2025-12-26,11403856095,2028-01-01,,FUTURE,,,2026-08-12,IN_V1_SCOPE,VERIFIED_AUTHORITATIVE,3A.2,
tw_sf_order_56095_early_adoption,TW,TW_IFRS_S1_S2_SF,FSC,src_tw_order_11403856095_securities,金管證券字第11403856095號令,令第3點,3,Applicability,early_adoption,SF early adoption permitted,SF early adoption permitted.,securities_firm,SF early adoption permitted,entity_type==securities_firm AND early_adopt=true,SF early adoption permitted,as applicable,filings,,,,,TAIWAN_ADOPTION,,,,,N/A,2025-12-26,11403856095,2025-12-26,,ACTIVE,,,2026-08-12,IN_V1_SCOPE,VERIFIED_AUTHORITATIVE,3A.2,
tw_sf_order_56095_scope12_assurance,TW,TW_IFRS_S1_S2_SF,FSC,src_tw_order_11403856095_securities,金管證券字第11403856095號令,令第4點,4,Assurance / GHG,assurance,SF consolidated Scope 1/2 assurance + Oct MOPS fallback,SF consolidated Scope 1/2 assurance + Oct MOPS fallback.,securities_firm,SF consolidated Scope 1/2 assurance + Oct MOPS fallback,sf_tw_ifrs_applied=true,SF consolidated Scope 1/2 assurance + Oct MOPS fallback,as applicable,filings,,same_year_october_31_mops,independent_third_party_assurance_scope1_scope2_consolidated,,TAIWAN_ADOPTION,,,,,N/A,2025-12-26,11403856095,2026-01-01,,FUTURE,,,2026-08-12,IN_V1_SCOPE,VERIFIED_AUTHORITATIVE,3A.2,
tw_sf_order_56095_scope3_from_fourth_year,TW,TW_IFRS_S1_S2_SF,FSC,src_tw_order_11403856095_securities,金管證券字第11403856095號令,令第6點,6,GHG transition,transition_relief,SF Scope 3 from fourth FY after first application,SF Scope 3 from fourth FY after first application.,securities_firm,SF Scope 3 from fourth FY after first application,entity_type==securities_firm AND years_since_first_tw_ifrs_application >= 4,SF Scope 3 from fourth FY after first application,as applicable,filings,,,,scope3_starts_fourth_financial_year_after_first_application,TAIWAN_ADOPTION,,,,,N/A,2025-12-26,11403856095,2026-01-01,,FUTURE,,,2026-08-12,IN_V1_SCOPE,VERIFIED_AUTHORITATIVE,3A.2,
tw_sf_order_56095_capital_basis,TW,TW_IFRS_S1_S2_SF,FSC,src_tw_order_11403856095_securities,金管證券字第11403856095號令,令第7點,7,Applicability,threshold_basis,SF capital measured from latest FS under Admin Rules Art.21,SF capital measured from latest FS under Admin Rules Art.21.,securities_firm,SF capital measured from latest FS under Admin Rules Art.21,entity_type==securities_firm,SF capital measured from latest FS under Admin Rules Art.21,as applicable,filings,,,,,TAIWAN_ADOPTION,,,,,N/A,2025-12-26,11403856095,2025-12-26,,ACTIVE,,,2026-08-12,IN_V1_SCOPE,VERIFIED_AUTHORITATIVE,3A.2,
tw_sf_order_56094_recognised_version,TW,TW_IFRS_S1_S2_SF,FSC,src_tw_order_11403856094_recognised,金管證券字第11403856094號令,令第二點,2,Taiwan-recognised version,version_recognition,SF/FCM recognised IFRS version = SFB download area,Recognised IFRS Sustainability Disclosure Standards are those announced in the SFB IFRS download area.,securities_firm|futures_commission_merchant,SF or FCM disclosures,"entity_type in {securities_firm,futures_commission_merchant}",Use SFB-announced recognised version,recognised version id,SFB notice,,,,,TAIWAN_ADOPTION,IFRS_Foundation_latest_not_automatically_applicable,SFB_IFRS_download_area_announced_recognised_version,,2025-12-26,RECOGNISED_VIA_ORDER_11403856094,2025-12-26,11403856094,2025-12-26,,ACTIVE,,,2026-08-12,IN_V1_SCOPE,VERIFIED_AUTHORITATIVE,3A.2,
tw_sf_nonlisted_not_in_56095,TW,TW_IFRS_S1_S2_SF,FSC,src_tw_order_11403856095_securities,金管證券字第11403856095號令,令第二點適用對象,2,Applicability,coverage_boundary,Non-listed securities firms not in Order 56095,Order 56095 covers listed/OTC securities firms and listed companies' integrated securities-firm subsidiaries only.,securities_firm,SF outside covered population,entity_type==securities_firm AND not (is_listed_otc_securities_firm OR is_listed_parent_integrated_sf_sub),Do not apply 56095 schedule,listing/subsidiary status,registration,,,,,TAIWAN_ADOPTION,,,,,N/A,2025-12-26,11403856095,2025-12-26,,ACTIVE,,,2026-08-12,IN_V1_SCOPE,NOT_COVERED_BY_CURRENT_ORDER,3A.2,
tw_fcm_art34_1_family,TW,TW_IFRS_S1_S2_FCM,FSC,src_tw_fcm_fin_report_fl021990,期貨商財務報告編製準則,第34條之1,Art.34-1,Financial report sustainability disclosures,rule_family,Futures commission merchants use Art.34-1 family,FCMs meeting Art.12(3) conditions prepare sustainability-related financial information under Art.34-1.,futures_commission_merchant,FCM under FL021990,entity_type==futures_commission_merchant,Apply FL021990 + Orders 56096/56094,FCM license; capital,financial report disclosures,,,,,TAIWAN_ADOPTION,,,,,N/A,2025-12-24,FL021990_2025-12-24,2025-12-24,,ACTIVE,,,2026-08-12,OUT_OF_V1_SCOPE,VERIFIED_AUTHORITATIVE,3A.2,Regulatory family registered; V1 product support OUT_OF_V1_SCOPE.
tw_fcm_order_56096_phase1_ge_10bn,TW,TW_IFRS_S1_S2_FCM,FSC,src_tw_order_11403856096_fcm,金管證券字第11403856096號令,令第二(一)點,二(一),Applicability,phased_applicability,FCM Phase I >= NT$10bn: FY2026 / file 2027,FCM Phase I >= NT$10bn: FY2026 / file 2027.,futures_commission_merchant,Listed/OTC FCM or listed-parent dedicated FCM sub,entity_type==futures_commission_merchant AND paid_in_capital_twd >= 10000000000 AND (is_listed_otc_fcm OR is_listed_parent_dedicated_fcm_sub),Apply/file per schedule,paid-in capital from FS under Admin Rules Art.24,financial report,,,,,TAIWAN_ADOPTION,,,,,N/A,2025-12-26,11403856096,2026-01-01,,FUTURE,,,2026-08-12,OUT_OF_V1_SCOPE,VERIFIED_AUTHORITATIVE,3A.2,
tw_fcm_order_56096_phase2_5_to_10bn,TW,TW_IFRS_S1_S2_FCM,FSC,src_tw_order_11403856096_fcm,金管證券字第11403856096號令,令第二(二)點,二(二),Applicability,phased_applicability,FCM Phase II >= NT$5bn < NT$10bn: FY2027 / file 2028,FCM Phase II >= NT$5bn < NT$10bn: FY2027 / file 2028.,futures_commission_merchant,Listed/OTC FCM or listed-parent dedicated FCM sub,entity_type==futures_commission_merchant AND 5000000000 <= paid_in_capital_twd < 10000000000 AND (is_listed_otc_fcm OR is_listed_parent_dedicated_fcm_sub),Apply/file per schedule,paid-in capital from FS under Admin Rules Art.24,financial report,,,,,TAIWAN_ADOPTION,,,,,N/A,2025-12-26,11403856096,2027-01-01,,FUTURE,,,2026-08-12,OUT_OF_V1_SCOPE,VERIFIED_AUTHORITATIVE,3A.2,
tw_fcm_order_56096_phase3_lt_5bn,TW,TW_IFRS_S1_S2_FCM,FSC,src_tw_order_11403856096_fcm,金管證券字第11403856096號令,令第二(三)點,二(三),Applicability,phased_applicability,FCM Phase III < NT$5bn: FY2028 / file 2029,FCM Phase III < NT$5bn: FY2028 / file 2029.,futures_commission_merchant,Listed/OTC FCM or listed-parent dedicated FCM sub,entity_type==futures_commission_merchant AND paid_in_capital_twd < 5000000000 AND (is_listed_otc_fcm OR is_listed_parent_dedicated_fcm_sub),Apply/file per schedule,paid-in capital from FS under Admin Rules Art.24,financial report,,,,,TAIWAN_ADOPTION,,,,,N/A,2025-12-26,11403856096,2028-01-01,,FUTURE,,,2026-08-12,OUT_OF_V1_SCOPE,VERIFIED_AUTHORITATIVE,3A.2,
tw_fcm_order_56096_scope12_assurance,TW,TW_IFRS_S1_S2_FCM,FSC,src_tw_order_11403856096_fcm,金管證券字第11403856096號令,令第4點,4,Assurance / GHG,assurance,FCM consolidated Scope 1/2 assurance + Oct MOPS fallback,FCM consolidated Scope 1/2 assurance + Oct MOPS fallback.,futures_commission_merchant,FCM consolidated Scope 1/2 assurance + Oct MOPS fallback,fcm_tw_ifrs_applied=true,FCM consolidated Scope 1/2 assurance + Oct MOPS fallback,as applicable,filings,,same_year_october_31_mops,independent_third_party_assurance_scope1_scope2_consolidated,,TAIWAN_ADOPTION,,,,,N/A,2025-12-26,11403856096,2026-01-01,,FUTURE,,,2026-08-12,OUT_OF_V1_SCOPE,VERIFIED_AUTHORITATIVE,3A.2,
tw_fcm_order_56096_scope3_from_fourth_year,TW,TW_IFRS_S1_S2_FCM,FSC,src_tw_order_11403856096_fcm,金管證券字第11403856096號令,令第6點,6,GHG transition,transition_relief,FCM Scope 3 from fourth FY after first application,FCM Scope 3 from fourth FY after first application.,futures_commission_merchant,FCM Scope 3 from fourth FY after first application,entity_type==futures_commission_merchant AND years_since_first_tw_ifrs_application >= 4,FCM Scope 3 from fourth FY after first application,as applicable,filings,,,,scope3_starts_fourth_financial_year_after_first_application,TAIWAN_ADOPTION,,,,,N/A,2025-12-26,11403856096,2026-01-01,,FUTURE,,,2026-08-12,OUT_OF_V1_SCOPE,VERIFIED_AUTHORITATIVE,3A.2,
tw_fcm_order_56096_capital_basis,TW,TW_IFRS_S1_S2_FCM,FSC,src_tw_order_11403856096_fcm,金管證券字第11403856096號令,令第7點,7,Applicability,threshold_basis,FCM capital from latest FS under Admin Rules Art.24,FCM capital from latest FS under Admin Rules Art.24.,futures_commission_merchant,FCM capital from latest FS under Admin Rules Art.24,entity_type==futures_commission_merchant,FCM capital from latest FS under Admin Rules Art.24,as applicable,filings,,,,,TAIWAN_ADOPTION,,,,,N/A,2025-12-26,11403856096,2025-12-26,,ACTIVE,,,2026-08-12,OUT_OF_V1_SCOPE,VERIFIED_AUTHORITATIVE,3A.2,
tw_fcm_other_articles_fy2028_package_note,TW,TW_IFRS_S1_S2_FCM,FSC,src_tw_fcm_fin_report_fl021990,期貨商財務報告編製準則,2026-04-27 修正（非永續專章；自117會計年度施行）,,Versioning,version_note,Later FCM amendments may have FY2028 effective dates distinct from Art.34-1,Document-level amendment date is not identical to every provision's effective date. Art.34-1 package (2025-12) is tracked separately from later 2026-04-27 amendments effective FY2028.,futures_commission_merchant,Version-awareness for FCM rules,entity_type==futures_commission_merchant,Apply provision-level effective dates,source_version; rule_effective_from,gazette/order,,,,,TAIWAN_ADOPTION,,,,,N/A,2026-04-27,FL021990_2026-04-27_other_articles,2028-01-01,,FUTURE,,,2026-08-12,OUT_OF_V1_SCOPE,PARTIAL,3A.2,
tw_twse_impl_plan_reference_example,TW,TW_IFRS_S1_S2,TWSE,src_tw_twse_impl_plan_example,TWSE implementation materials,implementation plan,,Implementation plan,exchange_filing,Reference implementation plan (required vs recommended),Reference implementation plan (required vs recommended).,general_listed_company|general_otc_company,Implementation planning / reporting,twse_impl_plan_reporting_required=true,Reference implementation plan (required vs recommended),progress schedule,system filing,,,,,IMPLEMENTATION_GUIDANCE,,,,,N/A,2024-07-01,2024-07,2024-07-01,,ACTIVE,,,2026-08-12,IN_V1_SCOPE,VERIFIED_OFFICIAL_GUIDANCE,3A.2,
tw_twse_impl_plan_quarterly_board_and_15day_filing,TW,TW_IFRS_S1_S2,TWSE,src_tw_twse_impl_plan_progress_template,TWSE implementation materials,implementation plan,,Implementation plan,exchange_filing,Quarterly board progress + file within 15 days after quarter-end,Quarterly board progress + file within 15 days after quarter-end.,general_listed_company|general_otc_company,Implementation planning / reporting,twse_impl_plan_reporting_required=true,Quarterly board progress + file within 15 days after quarter-end,progress schedule,system filing,,,,,IMPLEMENTATION_GUIDANCE,,,,,N/A,2024-07-01,2024-07,2024-07-01,,ACTIVE,,,2026-08-12,IN_V1_SCOPE,VERIFIED_AUTHORITATIVE,3A.2,
ifrs_s1_governance,INTL,IFRS_S1,ISSB,src_issb_s1_s2_mapping_education,IFRS S1 (official education mapping anchors),IFRS S1.26–27,26–27,Governance,core_content,Governance (S1.26–27),Official public mapping identifies paragraph range 26–27. Full Standard text not stored.,other,Entities applying IFRS S1,applies_ifrs_s1=true,Verify against licensed IFRS S1 text,topic data,disclosures,,,,,INTERNATIONAL_IFRS,IFRS_S1_2023,only_if_announced_on_SFB_download_area,2024-01-01,,RECOGNITION_VIA_TAIWAN_ORDERS_PORTAL,2023-06-26,IFRS_S1_2023,2024-01-01,,ACTIVE,,,2026-08-12,IN_V1_SCOPE,REQUIRES_MANUAL_IFRS_ACCESS,3A.2,Paragraph anchors from official education/mapping materials; not upgraded to VERIFIED_AUTHORITATIVE solely from mapping.
ifrs_s1_strategy,INTL,IFRS_S1,ISSB,src_issb_s1_s2_mapping_education,IFRS S1 (official education mapping anchors),IFRS S1.28–42,28–42,Strategy,core_content,Strategy (S1.28–42),Official public mapping identifies paragraph range 28–42. Full Standard text not stored.,other,Entities applying IFRS S1,applies_ifrs_s1=true,Verify against licensed IFRS S1 text,topic data,disclosures,,,,,INTERNATIONAL_IFRS,IFRS_S1_2023,only_if_announced_on_SFB_download_area,2024-01-01,,RECOGNITION_VIA_TAIWAN_ORDERS_PORTAL,2023-06-26,IFRS_S1_2023,2024-01-01,,ACTIVE,,,2026-08-12,IN_V1_SCOPE,REQUIRES_MANUAL_IFRS_ACCESS,3A.2,Paragraph anchors from official education/mapping materials; not upgraded to VERIFIED_AUTHORITATIVE solely from mapping.
ifrs_s1_risk_management,INTL,IFRS_S1,ISSB,src_issb_s1_s2_mapping_education,IFRS S1 (official education mapping anchors),IFRS S1.43–44,43–44,Risk Management,core_content,Risk Management (S1.43–44),Official public mapping identifies paragraph range 43–44. Full Standard text not stored.,other,Entities applying IFRS S1,applies_ifrs_s1=true,Verify against licensed IFRS S1 text,topic data,disclosures,,,,,INTERNATIONAL_IFRS,IFRS_S1_2023,only_if_announced_on_SFB_download_area,2024-01-01,,RECOGNITION_VIA_TAIWAN_ORDERS_PORTAL,2023-06-26,IFRS_S1_2023,2024-01-01,,ACTIVE,,,2026-08-12,IN_V1_SCOPE,REQUIRES_MANUAL_IFRS_ACCESS,3A.2,Paragraph anchors from official education/mapping materials; not upgraded to VERIFIED_AUTHORITATIVE solely from mapping.
ifrs_s1_metrics_targets,INTL,IFRS_S1,ISSB,src_issb_s1_s2_mapping_education,IFRS S1 (official education mapping anchors),IFRS S1.45–53,45–53,Metrics & Targets,core_content,Metrics & Targets (S1.45–53),Official public mapping identifies paragraph range 45–53. Full Standard text not stored.,other,Entities applying IFRS S1,applies_ifrs_s1=true,Verify against licensed IFRS S1 text,topic data,disclosures,,,,,INTERNATIONAL_IFRS,IFRS_S1_2023,only_if_announced_on_SFB_download_area,2024-01-01,,RECOGNITION_VIA_TAIWAN_ORDERS_PORTAL,2023-06-26,IFRS_S1_2023,2024-01-01,,ACTIVE,,,2026-08-12,IN_V1_SCOPE,REQUIRES_MANUAL_IFRS_ACCESS,3A.2,Paragraph anchors from official education/mapping materials; not upgraded to VERIFIED_AUTHORITATIVE solely from mapping.
ifrs_s1_objective,INTL,IFRS_S1,ISSB,src_issb_ifrs_s1_2023,IFRS S1,IFRS S1 official page / standard,TBD,Objective,standard_requirement,Objective,IFRS S1 topic 'Objective' registered for coverage.,other,Entities applying IFRS S1,applies_ifrs_s1=true,Manual verification if access-limited,TBD,TBD,,,,,INTERNATIONAL_IFRS,IFRS_S1_2023,only_if_announced_on_SFB_download_area,2024-01-01,,RECOGNITION_VIA_TAIWAN_ORDERS_PORTAL,2023-06-26,IFRS_S1_2023,2024-01-01,,ACTIVE,,,2026-08-12,IN_V1_SCOPE,PARTIAL,3A.2,
ifrs_s1_scope,INTL,IFRS_S1,ISSB,src_issb_ifrs_s1_2023,IFRS S1,IFRS S1 official page / standard,TBD,Scope,standard_requirement,Scope,IFRS S1 topic 'Scope' registered for coverage.,other,Entities applying IFRS S1,applies_ifrs_s1=true,Manual verification if access-limited,TBD,TBD,,,,,INTERNATIONAL_IFRS,IFRS_S1_2023,only_if_announced_on_SFB_download_area,2024-01-01,,RECOGNITION_VIA_TAIWAN_ORDERS_PORTAL,2023-06-26,IFRS_S1_2023,2024-01-01,,ACTIVE,,,2026-08-12,IN_V1_SCOPE,PARTIAL,3A.2,
ifrs_s1_conceptual_foundations,INTL,IFRS_S1,ISSB,src_issb_ifrs_s1_2023,IFRS S1,IFRS S1 official page / standard,TBD,Conceptual foundations,standard_requirement,Conceptual foundations,IFRS S1 topic 'Conceptual foundations' registered for coverage.,other,Entities applying IFRS S1,applies_ifrs_s1=true,Manual verification if access-limited,TBD,TBD,,,,,INTERNATIONAL_IFRS,IFRS_S1_2023,only_if_announced_on_SFB_download_area,2024-01-01,,RECOGNITION_VIA_TAIWAN_ORDERS_PORTAL,2023-06-26,IFRS_S1_2023,2024-01-01,,UNVERIFIED,,,2026-08-12,IN_V1_SCOPE,REQUIRES_MANUAL_IFRS_ACCESS,3A.2,
ifrs_s1_reporting_entity,INTL,IFRS_S1,ISSB,src_issb_ifrs_s1_2023,IFRS S1,IFRS S1 official page / standard,TBD,Reporting entity,standard_requirement,Reporting entity,IFRS S1 topic 'Reporting entity' registered for coverage.,other,Entities applying IFRS S1,applies_ifrs_s1=true,Manual verification if access-limited,TBD,TBD,,,,,INTERNATIONAL_IFRS,IFRS_S1_2023,only_if_announced_on_SFB_download_area,2024-01-01,,RECOGNITION_VIA_TAIWAN_ORDERS_PORTAL,2023-06-26,IFRS_S1_2023,2024-01-01,,UNVERIFIED,,,2026-08-12,IN_V1_SCOPE,REQUIRES_MANUAL_IFRS_ACCESS,3A.2,
ifrs_s1_materiality,INTL,IFRS_S1,ISSB,src_issb_ifrs_s1_2023,IFRS S1,IFRS S1 official page / standard,TBD,Materiality,standard_requirement,Materiality,IFRS S1 topic 'Materiality' registered for coverage.,other,Entities applying IFRS S1,applies_ifrs_s1=true,Manual verification if access-limited,TBD,TBD,,,,,INTERNATIONAL_IFRS,IFRS_S1_2023,only_if_announced_on_SFB_download_area,2024-01-01,,RECOGNITION_VIA_TAIWAN_ORDERS_PORTAL,2023-06-26,IFRS_S1_2023,2024-01-01,,UNVERIFIED,,,2026-08-12,IN_V1_SCOPE,REQUIRES_MANUAL_IFRS_ACCESS,3A.2,
ifrs_s1_fair_presentation,INTL,IFRS_S1,ISSB,src_issb_ifrs_s1_2023,IFRS S1,IFRS S1 official page / standard,TBD,Fair presentation,standard_requirement,Fair presentation,IFRS S1 topic 'Fair presentation' registered for coverage.,other,Entities applying IFRS S1,applies_ifrs_s1=true,Manual verification if access-limited,TBD,TBD,,,,,INTERNATIONAL_IFRS,IFRS_S1_2023,only_if_announced_on_SFB_download_area,2024-01-01,,RECOGNITION_VIA_TAIWAN_ORDERS_PORTAL,2023-06-26,IFRS_S1_2023,2024-01-01,,UNVERIFIED,,,2026-08-12,IN_V1_SCOPE,REQUIRES_MANUAL_IFRS_ACCESS,3A.2,
ifrs_s1_connected_information,INTL,IFRS_S1,ISSB,src_issb_ifrs_s1_2023,IFRS S1,IFRS S1 official page / standard,TBD,Connected information,standard_requirement,Connected information,IFRS S1 topic 'Connected information' registered for coverage.,other,Entities applying IFRS S1,applies_ifrs_s1=true,Manual verification if access-limited,TBD,TBD,,,,,INTERNATIONAL_IFRS,IFRS_S1_2023,only_if_announced_on_SFB_download_area,2024-01-01,,RECOGNITION_VIA_TAIWAN_ORDERS_PORTAL,2023-06-26,IFRS_S1_2023,2024-01-01,,UNVERIFIED,,,2026-08-12,IN_V1_SCOPE,REQUIRES_MANUAL_IFRS_ACCESS,3A.2,
ifrs_s1_timing,INTL,IFRS_S1,ISSB,src_issb_ifrs_s1_2023,IFRS S1,IFRS S1 official page / standard,TBD,Reporting timing,standard_requirement,Reporting timing / location,IFRS S1 topic 'Reporting timing / location' registered for coverage.,other,Entities applying IFRS S1,applies_ifrs_s1=true,Manual verification if access-limited,TBD,TBD,,,,,INTERNATIONAL_IFRS,IFRS_S1_2023,only_if_announced_on_SFB_download_area,2024-01-01,,RECOGNITION_VIA_TAIWAN_ORDERS_PORTAL,2023-06-26,IFRS_S1_2023,2024-01-01,,UNVERIFIED,,,2026-08-12,IN_V1_SCOPE,REQUIRES_MANUAL_IFRS_ACCESS,3A.2,
ifrs_s1_comparative,INTL,IFRS_S1,ISSB,src_issb_ifrs_s1_2023,IFRS S1,IFRS S1 official page / standard,TBD,Comparative information,standard_requirement,Comparative information,IFRS S1 topic 'Comparative information' registered for coverage.,other,Entities applying IFRS S1,applies_ifrs_s1=true,Manual verification if access-limited,TBD,TBD,,,,,INTERNATIONAL_IFRS,IFRS_S1_2023,only_if_announced_on_SFB_download_area,2024-01-01,,RECOGNITION_VIA_TAIWAN_ORDERS_PORTAL,2023-06-26,IFRS_S1_2023,2024-01-01,,UNVERIFIED,,,2026-08-12,IN_V1_SCOPE,REQUIRES_MANUAL_IFRS_ACCESS,3A.2,
ifrs_s1_compliance_statement,INTL,IFRS_S1,ISSB,src_issb_ifrs_s1_2023,IFRS S1,IFRS S1 official page / standard,TBD,Statement of compliance,standard_requirement,Statement of compliance,IFRS S1 topic 'Statement of compliance' registered for coverage.,other,Entities applying IFRS S1,applies_ifrs_s1=true,Manual verification if access-limited,TBD,TBD,,,,,INTERNATIONAL_IFRS,IFRS_S1_2023,only_if_announced_on_SFB_download_area,2024-01-01,,RECOGNITION_VIA_TAIWAN_ORDERS_PORTAL,2023-06-26,IFRS_S1_2023,2024-01-01,,UNVERIFIED,,,2026-08-12,IN_V1_SCOPE,REQUIRES_MANUAL_IFRS_ACCESS,3A.2,
ifrs_s1_judgements,INTL,IFRS_S1,ISSB,src_issb_ifrs_s1_2023,IFRS S1,IFRS S1 official page / standard,TBD,Judgements,standard_requirement,Judgements,IFRS S1 topic 'Judgements' registered for coverage.,other,Entities applying IFRS S1,applies_ifrs_s1=true,Manual verification if access-limited,TBD,TBD,,,,,INTERNATIONAL_IFRS,IFRS_S1_2023,only_if_announced_on_SFB_download_area,2024-01-01,,RECOGNITION_VIA_TAIWAN_ORDERS_PORTAL,2023-06-26,IFRS_S1_2023,2024-01-01,,UNVERIFIED,,,2026-08-12,IN_V1_SCOPE,REQUIRES_MANUAL_IFRS_ACCESS,3A.2,
ifrs_s1_measurement_uncertainty,INTL,IFRS_S1,ISSB,src_issb_ifrs_s1_2023,IFRS S1,IFRS S1 official page / standard,TBD,Measurement uncertainty,standard_requirement,Measurement uncertainty,IFRS S1 topic 'Measurement uncertainty' registered for coverage.,other,Entities applying IFRS S1,applies_ifrs_s1=true,Manual verification if access-limited,TBD,TBD,,,,,INTERNATIONAL_IFRS,IFRS_S1_2023,only_if_announced_on_SFB_download_area,2024-01-01,,RECOGNITION_VIA_TAIWAN_ORDERS_PORTAL,2023-06-26,IFRS_S1_2023,2024-01-01,,UNVERIFIED,,,2026-08-12,IN_V1_SCOPE,REQUIRES_MANUAL_IFRS_ACCESS,3A.2,
ifrs_s1_errors,INTL,IFRS_S1,ISSB,src_issb_ifrs_s1_2023,IFRS S1,IFRS S1 official page / standard,TBD,Errors,standard_requirement,Errors,IFRS S1 topic 'Errors' registered for coverage.,other,Entities applying IFRS S1,applies_ifrs_s1=true,Manual verification if access-limited,TBD,TBD,,,,,INTERNATIONAL_IFRS,IFRS_S1_2023,only_if_announced_on_SFB_download_area,2024-01-01,,RECOGNITION_VIA_TAIWAN_ORDERS_PORTAL,2023-06-26,IFRS_S1_2023,2024-01-01,,UNVERIFIED,,,2026-08-12,IN_V1_SCOPE,REQUIRES_MANUAL_IFRS_ACCESS,3A.2,
